genome,gene,n_tips,n_internal_branches,n_internal_with_alrt,n_internal_with_ufboot,n_zero_alrt,frac_zero_alrt,n_low_alrt_lt_thr,frac_low_alrt_lt_thr,n_low_ufboot_lt_thr,frac_low_ufboot_lt_thr,n_short_bl_internal,frac_short_bl_internal,mean_alrt_internal,median_alrt_internal,mean_ufboot_internal,median_ufboot_internal,mean_bl_internal,median_bl_internal
A353,6620,2404,2402,2401,2401,1195,0.49750208159866777,1377,0.5732722731057452,1093,0.45503746877601997,993,0.41340549542048294,40.10712203248647,6.4,69.51645147855061,85.0,0.004023572352228213,0.0015687505
A353,6631,2501,2499,2498,2498,993,0.39735894357743096,1238,0.4953981592637055,1055,0.4221688675470188,806,0.32252901160464187,48.14347477982387,71.85,73.28983186549239,87.0,0.004489685652001606,0.00179274645
A353,6636,2311,2309,2308,2308,1109,0.48029449978345606,1289,0.5582503248159376,1072,0.4642702468601126,951,0.4118666089216111,41.67482668977467,31.1,68.05762564991335,85.0,0.004014459113604851,0.00163545555
A353,6639,2414,2412,2411,2411,942,0.39054726368159204,1178,0.48839137645107794,969,0.4017412935323383,808,0.33499170812603646,48.50381584404805,72.5,74.59021153048528,90.0,0.004991230930070505,0.0021857371
A353,6641,2220,2218,2217,2217,1218,0.5491433724075744,1370,0.6176735798016231,1046,0.4715960324616772,1054,0.47520288548241657,36.026883175462366,0.0,69.95940460081191,83.0,0.003940128455886332,0.001563109
A353,6649,2470,2468,2467,2467,1621,0.656807131280389,1705,0.6908427876823339,1356,0.5494327390599676,1437,0.5822528363047001,27.879813538710966,0.0,62.04215646534252,71.0,0.0036698780388731145,2.6623e-06
A353,6652,2389,2387,2386,2386,1036,0.4340175953079179,1225,0.5131964809384164,941,0.3942186845412652,823,0.3447842480100545,45.85540653813913,62.75,71.802179379715,91.0,0.002971011164878457,0.0009352548
A353,6660,2550,2548,2547,2547,1061,0.41640502354788067,1307,0.5129513343799058,1114,0.43720565149136575,886,0.347723704866562,46.508323517864184,60.7,70.97997644287398,86.0,0.004362814399999997,0.0016376474
A353,6667,2502,2500,2499,2499,1230,0.492,1405,0.562,1041,0.4164,1053,0.4212,40.925130052020776,17.0,71.53461384553822,90.0,0.003345570845218095,0.0011626878
A353,6679,2228,2226,2225,2225,941,0.42273135669362083,1128,0.5067385444743935,961,0.43171608265947886,795,0.35714285714285715,46.60782022471908,65.8,71.94292134831461,88.0,0.004853839588808998,0.0018943019
A353,6685,2462,2460,2459,2459,1223,0.4971544715447154,1416,0.5756097560975609,1178,0.4788617886178862,1020,0.4146341463414634,39.94867832452214,7.3,67.79219194794632,83.0,0.003392685251321676,0.001323422
A353,6689,2249,2247,2246,2246,877,0.3902981753449043,1108,0.4931019136626613,857,0.38139741878059635,738,0.32843791722296395,48.44755120213713,71.95,74.25645592163846,92.0,0.0036362327349510233,0.00169285565
A353,6705,1568,1566,1565,1565,948,0.6053639846743295,1038,0.6628352490421456,893,0.570242656449553,830,0.5300127713920817,31.402364217252423,0.0,62.15591054313099,68.0,0.004679072111693284,2.8801e-06
A353,6713,2662,2660,2659,2659,1223,0.45977443609022556,1396,0.524812030075188,1045,0.39285714285714285,1007,0.37857142857142856,44.06773223016172,45.8,74.76720571643474,91.0,0.004153831148176007,0.0013074291
A353,6717,2926,2924,2923,2923,1251,0.4278385772913817,1494,0.5109439124487004,1139,0.38953488372093026,1011,0.3457592339261286,46.568901813205656,63.8,73.22169004447485,91.0,0.0033165268551488183,0.0010839148
A353,6732,2550,2548,2547,2547,1416,0.5557299843014128,1555,0.6102825745682888,1217,0.47762951334379905,1219,0.478414442700157,35.890027483313666,0.0,66.43423635649783,82.0,0.004399519858186101,0.0013334866
A353,6733,2043,2041,2040,2040,915,0.4483096521313082,1070,0.5242528172464478,912,0.44683978441940225,797,0.39049485546300833,44.30186274509806,57.5,68.43088235294118,85.0,0.006475675389901951,0.0028293774000000002
A353,6738,1678,1676,1675,1675,1127,0.6724343675417661,1197,0.714200477326969,946,0.5644391408114559,982,0.5859188544152745,26.227820895522385,0.0,63.902089552238806,69.0,0.0037742728670447727,2.7309e-06
A353,6746,2184,2182,2181,2181,1219,0.5586617781851513,1333,0.6109074243813015,1046,0.47937671860678277,1043,0.47800183318056827,35.20486015589176,0.0,66.62861072902338,83.0,0.004585017497340672,0.0017350623
A353,6779,2213,2211,2210,2210,990,0.44776119402985076,1155,0.5223880597014925,819,0.3704206241519674,844,0.3817277250113071,44.7115384615385,49.849999999999994,76.00135746606335,92.0,0.004019818410090507,0.00146863475
A353,6780,2007,2005,2004,2004,1242,0.6194513715710723,1325,0.6608478802992519,925,0.4613466334164589,1114,0.5556109725685785,30.74920159680641,0.0,69.67415169660678,85.0,0.0040321538158183245,2.7434e-06
A353,6782,2170,2168,2167,2167,1183,0.5456642066420664,1329,0.6130073800738007,1015,0.46817343173431736,1021,0.4709409594095941,35.899676972773435,0.0,68.7185048454084,82.0,0.0035725331413474803,0.0017941398
A353,6785,1947,1945,1944,1944,1136,0.5840616966580977,1247,0.6411311053984576,938,0.48226221079691517,987,0.5074550128534704,33.02247942386835,0.0,66.3122427983539,82.0,0.004090383146862141,2.97715e-06
A353,6791,2374,2372,2371,2371,1270,0.5354131534569984,1409,0.5940134907251264,1057,0.44561551433389546,1060,0.4468802698145025,37.05925769717419,0.0,71.84563475326867,85.0,0.004344183116153525,0.0021647029
A353,6792,2524,2522,2521,2521,1198,0.47501982553528943,1375,0.5452022204599524,1067,0.4230769230769231,1034,0.4099920697858842,42.173502578341974,36.5,70.9055930186434,88.0,0.003800661050971846,0.0015064542
A353,6797,2700,2698,2697,2697,1433,0.5311341734618236,1582,0.586360266864344,1338,0.49592290585618976,1219,0.45181616011860637,37.903262884686676,0.0,66.88691138301817,80.0,0.0037363857362254335,0.0015322509
A353,6825,2302,2300,2299,2299,1370,0.5956521739130435,1520,0.6608695652173913,1193,0.518695652173913,1210,0.5260869565217391,31.581426707264026,0.0,65.0126141800783,77.0,0.0034400400404088444,2.8841e-06
A353,6848,2494,2492,2491,2491,1320,0.5296950240770465,1470,0.5898876404494382,1145,0.45947030497592295,1128,0.45264847512038525,37.82183861902851,0.0,67.88197511039743,85.0,0.003946411555359294,0.0018257177
A353,6854,2609,2607,2606,2606,1152,0.44188722669735325,1390,0.5331799002685078,1187,0.4553126198695819,973,0.3732259301879555,43.89892555640837,51.85,69.44666155026862,84.0,0.004115308936991545,0.0016014246
A353,6859,2428,2426,2425,2425,836,0.3446001648804617,1096,0.4517724649629019,997,0.41096455070074195,666,0.2745259686727123,51.663670103092784,75.0,75.7641237113402,86.0,0.005294079962268049,0.002655787
A353,6860,2253,2251,2250,2250,1313,0.5832963127498889,1450,0.6441581519324745,1157,0.5139937805419813,1140,0.5064415815193247,33.01613333333334,0.0,64.71111111111111,77.0,0.0028928329643111202,2.97045e-06
A353,6864,2652,2650,2649,2649,1710,0.6452830188679245,1818,0.6860377358490566,1478,0.5577358490566038,1425,0.5377358490566038,28.55983389958472,0.0,63.73914684786712,72.0,0.0024476979367308548,2.8316e-06
A353,6865,2447,2445,2444,2444,1067,0.43640081799591,1291,0.5280163599182004,1063,0.43476482617586915,906,0.37055214723926383,44.557037643207806,56.15,71.83387888707037,86.0,0.0051695985977904865,0.00177265645
A353,6875,2064,2062,2061,2061,1098,0.5324927255092143,1218,0.5906886517943744,924,0.4481086323957323,971,0.47090203685742,37.86923823386705,0.0,70.29548762736536,87.0,0.0052031109048035285,0.0021975996
A353,6882,2717,2715,2714,2714,1250,0.4604051565377532,1475,0.5432780847145487,1111,0.40920810313075506,1046,0.3852670349907919,42.82811348563004,42.05,75.21849668386146,88.0,0.005973244328002959,0.00225791585
A353,6883,2040,2038,2037,2037,1123,0.5510304219823356,1227,0.6020608439646713,1002,0.4916584887144259,982,0.4818449460255152,36.16480117820325,0.0,65.87874324987727,81.0,0.0033957465659302864,0.0004372785
A353,6886,1902,1900,1899,1899,1504,0.791578947368421,1538,0.8094736842105263,1284,0.6757894736842105,1365,0.718421052631579,17.015007898894154,0.0,51.03106898367562,47.0,0.004365322560610876,2.2691e-06
A353,6893,2307,2305,2304,2304,1440,0.6247288503253796,1553,0.6737527114967462,1191,0.516702819956616,1231,0.5340563991323211,29.94947916666667,0.0,65.78081597222223,78.0,0.0035016195011284743,2.86585e-06
A353,6909,2094,2092,2091,2091,1293,0.6180688336520076,1410,0.6739961759082218,1191,0.5693116634799236,1128,0.5391969407265774,30.118125298900033,0.0,60.055475848876135,69.0,0.0025521478851267087,2.833e-06
A353,6913,2436,2434,2433,2433,1148,0.47165160230073955,1317,0.5410846343467544,1056,0.43385373870172556,985,0.40468364831553,42.64196465269214,38.7,72.16563912864775,87.0,0.0028645338878750433,0.0010432029
A353,6914,2007,2005,2004,2004,736,0.36708229426433914,938,0.4678304239401496,712,0.35511221945137156,609,0.30374064837905235,50.72320359281434,74.3,77.70708582834331,93.0,0.0052192527802894274,0.00244406485
A353,6924,2721,2719,2718,2718,1149,0.422581831555719,1368,0.5031261493196028,1106,0.4067671938212578,958,0.3523354174328797,47.53936718175132,68.65,72.75165562913908,90.0,0.004782483882082421,0.0013008256
A353,6933,2446,2444,2443,2443,1131,0.4627659574468085,1309,0.5355973813420621,914,0.3739770867430442,982,0.40180032733224225,43.27793696275073,45.6,76.74866966844044,91.0,0.0039742850941465475,0.0016398926
A353,6946,2534,2532,2531,2531,1715,0.6773301737756714,1814,0.7164296998420221,1476,0.5829383886255924,1446,0.5710900473933649,25.77024891347292,0.0,57.554721453970764,66.0,0.0028873191186092498,2.8211e-06
A353,6947,2476,2474,2473,2473,671,0.2712206952303961,944,0.38156831042845596,651,0.26313662085691186,565,0.22837510105092967,59.910109179134636,79.1,84.33117670845127,96.0,0.004321110849858475,0.0018265364
A353,6954,2283,2281,2280,2280,1038,0.45506356861025865,1222,0.5357299430074529,975,0.42744410346339323,888,0.38930293730819815,43.55929824561397,48.150000000000006,69.45526315789473,89.0,0.0042613436597368345,0.00160348845
A353,6955,1835,1833,1832,1832,970,0.5291871249318058,1102,0.6012002182214948,898,0.4899072558647027,859,0.4686306601200218,37.4143558951965,0.0,65.95960698689956,81.0,0.005506983692631031,0.0028031669
A353,6958,2331,2329,2328,2328,1029,0.44182052382996995,1207,0.5182481751824818,942,0.40446543580936023,868,0.37269214255045086,44.63440721649487,59.7,75.23496563573883,89.0,0.003796036349355675,0.00134677645
A353,6961,2631,2629,2628,2628,1298,0.49372384937238495,1465,0.5572461011791555,1153,0.4385697984024344,1072,0.40775960441232406,41.17142313546413,14.1,68.55517503805174,88.0,0.0030939555157914714,0.00112459595
A353,6968,2397,2395,2394,2394,1275,0.5323590814196242,1430,0.5970772442588727,1056,0.44091858037578285,1101,0.45970772442588725,37.366207184628195,0.0,72.41269841269842,86.0,0.002552194048913957,0.0012264167
A353,6969,2203,2201,2200,2200,1434,0.6515220354384371,1510,0.6860517946388005,1225,0.5565651976374375,1249,0.5674693321217629,27.938499999999983,0.0,62.13409090909091,70.0,0.003465727593681834,2.8412e-06
A353,6977,2621,2619,2618,2618,1556,0.5941198930889653,1681,0.6418480336006109,1281,0.48911798396334477,1305,0.49828178694158076,32.69851031321614,0.0,67.76967150496563,81.0,0.0032966538372803797,2.3523050000000002e-05
A353,6978,2359,2357,2356,2356,977,0.4145099703012304,1177,0.4993635977938057,964,0.408994484514213,834,0.353839626644039,47.33879456706283,70.05,72.80942275042445,90.0,0.0036756186770797944,0.00146273995
A353,6992,2228,2226,2225,2225,1488,0.6684636118598383,1561,0.7012578616352201,1210,0.5435759209344115,1282,0.5759209344115005,26.94265168539325,0.0,61.60269662921348,72.0,0.003018239348044929,2.7039e-06
A353,6995,2013,2011,2010,2010,1385,0.6887120835405272,1451,0.7215315763301839,1167,0.5803083043262058,1215,0.6041770263550472,24.923532338308465,0.0,55.02189054726368,62.0,0.0035625528003482543,2.7437499999999998e-06
A353,7013,2251,2249,2248,2248,1229,0.5464650955980436,1368,0.6082703423743886,1141,0.5073365940417963,1068,0.47487772343263673,36.141281138790085,0.0,66.57473309608541,79.0,0.0028627570262900344,0.0015130993499999999
A353,7021,2660,2658,2657,2657,1176,0.44243792325056436,1382,0.5199398043641836,1113,0.4187358916478555,991,0.372836719337848,44.850018818216,55.6,72.86940158073014,89.0,0.004291778777531057,0.0014559056
A353,7024,1888,1886,1885,1885,1148,0.6086956521739131,1250,0.662778366914104,1022,0.5418875927889714,961,0.5095440084835631,30.71586206896547,0.0,64.12572944297082,73.0,0.0047909690880636535,2.9304e-06
A353,7028,2566,2564,2563,2563,1313,0.5120904836193447,1487,0.5799531981279251,1080,0.42121684867394693,1101,0.4294071762870515,38.88611002731171,0.0,72.55637924307452,89.0,0.00408936388103785,0.0019801049
A353,7029,2366,2364,2363,2363,967,0.4090524534686971,1171,0.4953468697123519,920,0.38917089678510997,842,0.35617597292724196,47.32759204401189,71.0,72.70757511637748,91.0,0.003665262101692762,0.0015086132
A353,7067,2091,2089,2088,2088,1285,0.6151268549545237,1385,0.6629966491144088,1089,0.5213020584011488,1100,0.5265677357587363,30.802490421455936,0.0,64.09147509578544,77.0,0.003559408636973189,2.86815e-06
A353,7111,2375,2373,2372,2372,1100,0.4635482511588706,1275,0.5372945638432364,984,0.41466498103666244,937,0.3948588284871471,42.71867622259694,43.7,72.93338954468803,89.0,0.004103586428920742,0.0017238104
A353,7128,2330,2328,2327,2327,723,0.31056701030927836,1014,0.43556701030927836,884,0.3797250859106529,588,0.25257731958762886,55.79376880103135,76.4,76.7327030511388,91.0,0.006305607261366568,0.0026446687
A353,7135,2387,2385,2384,2384,1047,0.4389937106918239,1254,0.5257861635220126,992,0.4159329140461216,872,0.3656184486373166,44.505746644295265,54.5,72.9505033557047,89.0,0.005178726794001672,0.0020783372
A353,7136,2129,2127,2126,2126,1382,0.6497414198401504,1459,0.685942642219088,1081,0.5082275505406676,1251,0.5881523272214386,28.406914393226728,0.0,64.4412041392286,78.0,0.0026360200233772626,2.6282e-06
A353,7141,2201,2199,2198,2198,1093,0.49704411095952705,1264,0.574806730331969,970,0.4411095952705775,922,0.41928149158708505,40.420427661510494,10.350000000000001,70.28116469517744,87.0,0.00418195656223841,0.0014792023500000001
A353,7174,2501,2499,2498,2498,861,0.3445378151260504,1148,0.45938375350140054,1055,0.4221688675470188,694,0.2777110844337735,52.95524419535632,74.8,71.3466773418735,91.0,0.005034486054363503,0.0020251631500000002
A353,7194,2186,2184,2183,2183,1221,0.5590659340659341,1347,0.6167582417582418,1171,0.5361721611721612,1085,0.4967948717948718,35.240998625744375,0.0,63.063215758131015,73.0,0.0038070880874484844,0.0002330135
A353,7241,2319,2317,2316,2316,1084,0.46784635304272765,1253,0.540785498489426,1011,0.43634009495036685,927,0.40008631851532156,42.534196891191655,38.9,71.57426597582038,87.0,0.004505137418955118,0.00174809845
A353,7273,2347,2345,2344,2344,1304,0.5560767590618337,1428,0.608955223880597,1083,0.46183368869936037,1156,0.4929637526652452,35.61173208191129,0.0,68.2815699658703,84.0,0.0038758465945819215,0.000176649
A353,7279,2455,2453,2452,2452,1065,0.43416225030574807,1246,0.5079494496534855,1019,0.4154097024052181,899,0.36649001222992256,45.711174551386584,65.05,74.35929853181077,89.0,0.0034827086716150042,0.00123021325
A353,7296,2642,2640,2639,2639,1906,0.7219696969696969,1990,0.7537878787878788,1573,0.5958333333333333,1700,0.6439393939393939,22.239333080712413,0.0,57.91474043198181,61.0,0.003203076913868913,2.7161e-06
A353,7313,2616,2614,2613,2613,1334,0.5103289977046672,1523,0.5826319816373374,1227,0.4693955623565417,1137,0.4349655700076511,39.59299655568306,0.0,67.70685036356679,84.0,0.0031899471747416667,0.0011844672
A353,7324,2336,2334,2333,2333,1046,0.4481576692373608,1243,0.5325621251071122,1008,0.4318766066838046,901,0.3860325621251071,44.599957136733835,53.1,70.87312473210459,88.0,0.004113464079211313,0.0014652044
A353,7325,2340,2338,2337,2337,1215,0.5196749358426005,1367,0.5846877673224978,1082,0.4627887082976903,1041,0.44525235243798117,38.5237056054771,0.0,70.14377406931965,86.0,0.003946595257167313,0.0019826032
A353,7331,2703,2701,2700,2700,1216,0.45020362828582006,1456,0.5390596075527583,1077,0.39874120696038506,991,0.36690114772306553,43.707814814814775,46.650000000000006,76.83222222222223,88.0,0.00482525024611112,0.0015236733
A353,7333,2080,2078,2077,2077,1068,0.5139557266602502,1204,0.5794032723772858,1019,0.49037536092396533,916,0.4408084696823869,38.5572460279249,0.0,65.05055368319692,81.0,0.004508018699518518,0.0025236512
A353,7336,2235,2233,2232,2232,1254,0.5615763546798029,1367,0.6121809225257501,1069,0.4787281683833408,1090,0.48813255709807435,35.94753584229392,0.0,65.94086021505376,82.5,0.004924245443324378,0.00083219635
A353,7361,2386,2384,2383,2383,1332,0.5587248322147651,1465,0.614513422818792,1220,0.511744966442953,1094,0.4588926174496644,35.58153587914395,0.0,66.14351657574485,78.0,0.004744779050188841,0.001735118
A353,7363,2471,2469,2468,2468,1308,0.5297691373025516,1436,0.5816119886593762,1203,0.48724179829890646,1119,0.4532199270959903,38.199513776337135,0.0,68.31645056726094,81.5,0.004271998524108598,0.0019124608
A353,7367,1959,1957,1956,1956,1126,0.575370464997445,1246,0.6366888094021461,864,0.44149207971384774,985,0.5033214103219213,33.54621676891616,0.0,72.0260736196319,86.0,0.0036141079610429467,2.9835e-06
A353,7371,2409,2407,2406,2406,1962,0.8151225592023266,2002,0.8317407561279602,1586,0.658911508101371,1819,0.7557125051931866,14.953990024937672,0.0,50.994596841230255,44.0,0.0066073382351205,2.38775e-06
A353,7572,2595,2593,2592,2592,1329,0.5125337446972619,1518,0.585422290782877,1213,0.46779791747011185,1140,0.43964519861164675,39.029475308642,0.0,67.2241512345679,84.0,0.00389811631037808,0.00133911935
A353,7577,2625,2623,2622,2622,1566,0.5970263057567671,1694,0.645825390773923,1360,0.5184902783072818,1363,0.5196340068623714,32.304157131960366,0.0,65.27307398932113,77.0,0.003950545930472938,2.88405e-06
A353,7583,2571,2569,2568,2568,1519,0.5912806539509536,1655,0.6442195406773064,1258,0.48968470221876215,1302,0.5068119891008175,32.771417445482875,0.0,67.47001557632399,81.0,0.004570172124337996,2.9693e-06
A353,7602,2544,2542,2541,2541,971,0.38198269079464986,1211,0.47639653815892996,1293,0.508654602675059,811,0.3190401258851298,49.73864620228262,73.2,68.99016135379772,79.0,0.005395918916686312,0.0020700965
A353,7628,2494,2492,2491,2491,1327,0.5325040128410915,1474,0.5914927768860353,1122,0.45024077046548955,1123,0.45064205457463885,37.4321557607386,0.0,71.42352468887997,85.0,0.00375770591906865,0.0018825553
B764,1G01220,2620,2618,2617,2617,965,0.36860198624904505,1227,0.46867838044308635,916,0.34988540870893814,752,0.2872421695951108,51.5881543752387,74.6,76.43867023309133,95.0,0.003925492672372939,0.0012744851
B764,1G01770,2826,2824,2823,2823,1465,0.5187677053824362,1650,0.5842776203966006,1251,0.44298866855524077,1247,0.44157223796033995,39.31650726177824,0.0,71.71661353170386,86.0,0.004154030101877435,0.0011881219
B764,1G01910,1986,1984,1983,1983,1431,0.7212701612903226,1500,0.7560483870967742,1200,0.6048387096774194,1279,0.6446572580645161,22.24372163388806,0.0,55.25214321734745,59.0,0.002984190309682328,2.7408e-06
B764,1G02400,2058,2056,2055,2055,1270,0.617704280155642,1364,0.6634241245136187,1008,0.490272373540856,1135,0.5520428015564203,30.705596107055932,0.0,65.31143552311435,81.0,0.0035497526169342907,2.7065e-06
B764,1G02420,2397,2395,2394,2394,729,0.30438413361169103,1006,0.42004175365344465,896,0.37411273486430063,552,0.23048016701461377,56.20622389306604,76.5,75.67042606516291,93.0,0.005640805137009187,0.00225367775
B764,1G02860,2077,2075,2074,2074,1172,0.5648192771084337,1309,0.6308433734939759,1062,0.5118072289156627,986,0.47518072289156627,34.1060270009643,0.0,67.66297010607522,78.0,0.00334301307526518,0.00165026315
B764,1G02970,2642,2640,2639,2639,1598,0.6053030303030303,1769,0.6700757575757575,1421,0.5382575757575757,1327,0.5026515151515152,30.99280030314512,0.0,64.2300113679424,75.0,0.0034335166752178874,2.9899e-06
B764,1G03090,2757,2755,2754,2754,1459,0.5295825771324864,1698,0.6163339382940108,1361,0.494010889292196,1140,0.41379310344827586,36.8302106027596,0.0,66.14524328249819,80.5,0.004502334513144525,0.0012297312
B764,1G03100,2656,2654,2653,2653,940,0.3541823662396383,1238,0.46646571213263,1015,0.38244159758854557,748,0.28183873398643555,52.56064832265358,74.7,73.63475310968715,94.0,0.003914677173464009,0.0013668125
B764,1G03190,2697,2695,2694,2694,1106,0.4103896103896104,1341,0.4975881261595547,1055,0.3914656771799629,917,0.34025974025974026,48.119079435783185,70.85,73.09985152190052,92.0,0.0028393175208611715,0.00116473685
B764,1G03390,2425,2423,2422,2422,826,0.34089971110193973,1095,0.45191910854312833,870,0.35905901774659515,666,0.27486586875773833,53.443806771263404,75.2,74.90255986787778,95.0,0.004312324713666393,0.0020449177
B764,1G04110,2533,2531,2530,2530,650,0.2568154879494271,993,0.3923350454365863,823,0.32516791781904386,511,0.20189648360331885,60.1988537549406,78.8,78.95928853754941,95.0,0.004841122315256902,0.0019606343
B764,1G04690,2601,2599,2598,2598,1606,0.617929973066564,1755,0.6752597152751059,1486,0.571758368603309,1354,0.5209696036937284,30.11262509622788,0.0,61.37721324095458,68.0,0.0026731025347575053,2.92085e-06
B764,1G04730,2758,2756,2755,2755,1855,0.6730769230769231,1944,0.7053701015965167,1548,0.5616835994194485,1609,0.5838171262699564,26.718729582577115,0.0,59.94010889292196,68.0,0.0028186850529219507,2.7778e-06
B764,1G04910,2633,2631,2630,2630,1446,0.5496009122006842,1615,0.6138350437096162,1357,0.515773470163436,1244,0.47282402128468265,35.87703422053233,0.0,63.00494296577947,77.0,0.002495770364486684,0.0009425524000000001
B764,1G04970,2739,2737,2736,2736,1140,0.4165144318597004,1408,0.514431859700402,1117,0.4081110705151626,905,0.3306540007307271,46.30343567251466,64.05,71.8015350877193,88.5,0.0038743516659356723,0.0018441662
B764,1G05850,2651,2649,2648,2648,1296,0.48924122310305773,1515,0.5719139297848245,1311,0.49490373725934317,1037,0.39146847867119666,40.27443353474325,17.799999999999997,68.5785498489426,80.0,0.003868682857703926,0.00137859495
B764,1G05910,2886,2884,2883,2883,1014,0.35159500693481277,1294,0.4486823855755895,1120,0.3883495145631068,807,0.27981969486823854,53.21477627471384,75.2,76.39993062781825,92.0,0.0022840003010058977,0.0007632389
B764,1G05960,1487,1485,1484,1484,1047,0.705050505050505,1099,0.7400673400673401,899,0.6053872053872054,936,0.6303030303030303,23.51880053908356,0.0,56.21495956873316,56.0,0.003480394052830185,2.45565e-06
B764,1G06260,2188,2186,2185,2185,1227,0.561299176578225,1353,0.6189387008234217,1080,0.4940530649588289,1072,0.49039341262580055,35.34631578947367,0.0,66.37116704805491,80.0,0.003713898779862699,0.0006828104
B764,1G06270,2304,2302,2301,2301,912,0.3961772371850565,1127,0.4895742832319722,901,0.39139878366637704,746,0.32406602953953084,48.94763146458063,72.8,74.61451542807475,91.0,0.0041735897764450325,0.0017888206
B764,1G06440,2633,2631,2630,2630,1079,0.41011022424933485,1338,0.508551881413911,1118,0.4249334853667807,879,0.33409350057012543,47.442433460076074,66.5,69.33574144486693,88.0,0.0038006290932699606,0.0016525956
B764,1G06560,2799,2797,2796,2796,1611,0.5759742581337147,1785,0.6381837683232034,1385,0.4951734000715052,1356,0.48480514837325706,33.83902002861226,0.0,66.00643776824035,80.0,0.002947141108154513,0.00030080335
B764,1G06590,2826,2824,2823,2823,1451,0.5138101983002833,1598,0.5658640226628895,1599,0.5662181303116147,1238,0.438385269121813,40.11813673397099,0.0,63.9394261424017,69.0,0.0024807537852284682,0.0009233208
B764,1G06710,2802,2800,2799,2799,892,0.31857142857142856,1180,0.42142857142857143,891,0.3182142857142857,742,0.265,56.990603787066846,78.4,77.99607002500893,93.0,0.003809298273919255,0.0013420366
B764,1G06950,2227,2225,2224,2224,1209,0.5433707865168539,1365,0.6134831460674157,1143,0.5137078651685393,1039,0.4669662921348315,36.682868705036014,0.0,63.69064748201439,77.0,0.0030868825784172624,0.0009558211
B764,1G07590,2278,2276,2275,2275,774,0.3400702987697715,1021,0.44859402460456943,880,0.3866432337434095,629,0.27636203866432335,53.54698901098893,75.4,74.41802197802198,93.0,0.004200816673890119,0.0018961764
B764,1G08460,2253,2251,2250,2250,1049,0.46601510439804533,1244,0.5526432696579298,983,0.4366948023100844,859,0.3816081741448245,42.5539111111111,37.95,71.49422222222222,88.0,0.004863380416622213,0.0017425304499999999
B764,1G09010,2904,2902,2901,2901,1052,0.36250861474844936,1361,0.468986905582357,1111,0.38283942108890423,849,0.29255685733976566,51.45725611857979,74.1,74.55498104102034,92.0,0.0032836817381937168,0.0011841467
B764,1G09340,1953,1951,1950,1950,1499,0.7683239364428498,1547,0.7929267042542286,1339,0.6863147104049205,1391,0.7129677088672476,18.65338461538463,0.0,50.19641025641025,43.0,0.00233890331010258,2.5239e-06
B764,1G09870,2528,2526,2525,2525,1618,0.6405384006334125,1755,0.6947743467933492,1456,0.5764053840063341,1387,0.549089469517023,28.28198019801979,0.0,59.88237623762376,67.0,0.003959480760673267,2.8652e-06
B764,1G09900,2478,2476,2475,2475,949,0.3832794830371567,1210,0.4886914378029079,1011,0.40831987075928916,771,0.311389337641357,50.35999999999991,72.4,72.8549494949495,90.0,0.004087099374949508,0.0014269323
B764,1G10020,2241,2239,2238,2238,1193,0.5328271549799017,1358,0.6065207682000894,1168,0.5216614560071461,983,0.43903528360875393,37.24356568364614,0.0,62.22966934763181,75.0,0.004364483399865936,0.0015989271499999998
B764,1G10240,2709,2707,2706,2706,1312,0.4846693756926487,1535,0.5670483930550425,1186,0.43812338381972665,1087,0.40155153306243074,41.82106430155208,26.45,68.48373983739837,87.0,0.0028136883251293396,0.00071331895
B764,1G10330,2019,2017,2016,2016,623,0.30887456618740705,844,0.4184432325235498,736,0.36489836390679226,477,0.23648983639067922,56.73105158730149,77.2,75.16021825396825,94.0,0.005114259728918648,0.0023566828
B764,1G10385,2406,2404,2403,2403,1014,0.42179700499168055,1203,0.5004159733777038,1033,0.42970049916805325,815,0.33901830282861894,47.026591760299596,69.8,72.14565126924677,90.0,0.003647392775239286,0.0013942115
B764,1G10780,1737,1735,1734,1734,1178,0.6789625360230548,1242,0.715850144092219,1007,0.5804034582132565,1053,0.6069164265129683,25.68506343713956,0.0,58.83391003460208,67.0,0.0031953915160899612,2.7831499999999998e-06
B764,1G10910,2845,2843,2842,2842,1345,0.4730918044319381,1576,0.5543440028139289,1254,0.44108336264509324,1094,0.3848047836792121,41.816361717100605,30.95,69.53448275862068,86.0,0.002840791346762851,0.00095845325
B764,1G11000,1838,1836,1835,1835,1342,0.7309368191721133,1402,0.7636165577342048,1111,0.605119825708061,1206,0.6568627450980392,21.394386920980907,0.0,56.82615803814714,60.0,0.003005956846321534,2.4506e-06
B764,1G11915,2388,2386,2385,2385,1161,0.4865884325230511,1346,0.5641240569991618,1136,0.47611064543168485,977,0.40947191953059514,41.22666666666667,25.6,66.1916142557652,83.0,0.0034338268769811267,0.0012323072
B764,1G12150,2203,2201,2200,2200,796,0.3616537937301227,1069,0.48568832348932306,992,0.4507042253521127,645,0.2930486142662426,50.83640909090905,72.7,68.82,87.0,0.0043685240055000045,0.0014524245499999999
B764,1G12330,1826,1824,1823,1823,1230,0.6743421052631579,1296,0.7105263157894737,1096,0.6008771929824561,1112,0.6096491228070176,26.25732309380143,0.0,58.43390016456391,59.0,0.003235895504827196,2.5891e-06
B764,1G12470,2826,2824,2823,2823,1590,0.5630311614730878,1758,0.6225212464589235,1379,0.488314447592068,1328,0.4702549575070821,35.04959263195185,0.0,66.95642933049947,81.0,0.0021763725941905785,0.0007763255
